Price,Year,Kilometer,Engine,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Fuel Type,Transmission,Owner,Seller Type,Drivetrain,PriceRange
4500.0,2011.0,77000.0,1794.0,4540.0,1760.0,1480.0,5.0,55.0,Petrol,Manual,First,Individual,FWD,1
5880.0,2018.0,66000.0,1197.0,3995.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,0
5940.0,2017.0,30000.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,0
23879.988,2022.0,5800.0,1493.0,4300.0,1790.0,1635.0,5.0,50.0,Diesel,Automatic,First,Individual,FWD,0
8220.0,2018.0,92000.0,1248.0,3995.0,1735.0,1515.0,5.0,37.0,Diesel,Automatic,First,Individual,FWD,0
8892.0,2017.0,31000.0,1373.0,4490.0,1730.0,1485.0,5.0,43.0,Petrol,Automatic,First,Individual,FWD,0
6840.0,2017.0,36000.0,1197.0,3995.0,1745.0,1500.0,5.0,37.0,Petrol,Automatic,First,Individual,FWD,0
6540.0,2019.0,43000.0,1086.0,3610.0,1645.0,1560.0,5.0,60.0,Otro,Manual,First,Individual,FWD,0
5400.0,2014.0,85000.0,1461.0,4331.0,1822.0,1671.0,5.0,50.0,Diesel,Manual,Second,Individual,FWD,0
4440.0,2019.0,47377.0,998.0,3545.0,1490.0,1475.0,4.0,60.0,Otro,Manual,First,Individual,FWD,0
4692.0,2017.0,24000.0,998.0,3600.0,1600.0,1560.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
7500.0,2018.0,23000.0,1197.0,3985.0,1734.0,1505.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,0
8700.0,2019.0,11874.0,1197.0,3840.0,1735.0,1530.0,5.0,37.0,Petrol,Automatic,First,Individual,FWD,0
7800.0,2020.0,37003.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,0
4800.0,2016.0,67850.0,998.0,3599.0,1495.0,1700.0,5.0,35.0,Otro,Manual,First,Individual,FWD,0
25800.0,2014.0,81000.0,2987.0,4781.0,1911.0,1774.0,5.0,95.0,Diesel,Automatic,First,Individual,AWD,2
2820.0,2011.0,135000.0,1582.0,4370.0,1700.0,1475.0,5.0,43.0,Diesel,Manual,First,Individual,FWD,0
13500.0,2019.0,50000.0,1591.0,4370.0,1700.0,1475.0,5.0,43.0,Petrol,Automatic,First,Individual,FWD,0
39600.0,2014.0,25000.0,2967.0,5089.0,1983.0,1737.0,6.0,100.0,Diesel,Automatic,Second,Individual,AWD,2
23100.0,2021.0,19000.0,1451.0,4720.0,1835.0,1760.0,6.0,60.0,Petrol,Automatic,First,Corporate,FWD,2
2759.9880000000003,2011.0,41215.0,936.0,3640.0,1595.0,1520.0,5.0,35.0,Diesel,Manual,First,Individual,FWD,0
4500.0,2018.0,48144.0,1199.0,3992.0,1677.0,1537.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
4200.0,2014.0,110000.0,1498.0,3990.0,1680.0,1505.0,5.0,35.0,Diesel,Manual,First,Individual,FWD,0
5064.0,2018.0,12768.0,1196.0,3675.0,1475.0,1800.0,5.0,40.0,Petrol,Manual,First,Individual,RWD,0
6180.0,2022.0,3395.0,1086.0,3610.0,1645.0,1560.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
7452.0,2013.0,72000.0,1248.0,4265.0,1695.0,1685.0,7.0,45.0,Diesel,Manual,First,Individual,FWD,0
3780.0,2012.0,57000.0,1498.0,4425.0,1695.0,1505.0,5.0,41.0,Petrol,Manual,First,Individual,FWD,0
4740.0,2016.0,28000.0,1197.0,3585.0,1595.0,1550.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
26388.0,2016.0,77000.0,1995.0,4454.0,2044.0,1545.0,5.0,63.0,Diesel,Automatic,First,Individual,RWD,3
21000.0,2022.0,23000.0,1353.0,4300.0,1790.0,1635.0,5.0,50.0,Petrol,Automatic,First,Individual,FWD,0
7500.0,2017.0,58000.0,1197.0,3995.0,1735.0,1515.0,5.0,37.0,Petrol,Automatic,First,Individual,FWD,0
6540.0,2016.0,53000.0,1197.0,3995.0,1745.0,1500.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,0
3588.0,2014.0,32000.0,1199.0,4249.0,1690.0,1503.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,0
5100.0,2013.0,79500.0,1498.0,3990.0,1680.0,1505.0,5.0,35.0,Diesel,Manual,First,Individual,FWD,0
23400.0,2016.0,84878.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,Second,Individual,AWD,2
4560.0,2016.0,70000.0,998.0,3636.0,1475.0,1670.0,5.0,35.0,Petrol,Automatic,First,Individual,FWD,0
19500.0,2022.0,27800.0,1493.0,4300.0,1790.0,1635.0,5.0,50.0,Diesel,Manual,First,Individual,FWD,0
7200.0,2020.0,10000.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,0
5100.0,2014.0,89000.0,1248.0,3995.0,1695.0,1555.0,5.0,42.0,Diesel,Manual,First,Individual,FWD,0
30600.0,2015.0,69500.0,1968.0,4933.0,1874.0,1455.0,5.0,75.0,Diesel,Automatic,Second,Individual,FWD,2
6240.0,2019.0,76000.0,998.0,3655.0,1620.0,1675.0,5.0,60.0,Otro,Manual,First,Individual,FWD,0
12900.0,2013.0,125000.0,2982.0,4705.0,1840.0,1850.0,7.0,80.0,Diesel,Automatic,First,Individual,RWD,1
12000.0,2010.0,127000.0,2982.0,4695.0,1840.0,1850.0,7.0,80.0,Diesel,Manual,Third,Individual,AWD,1
21000.0,2021.0,33000.0,1451.0,4655.0,1835.0,1760.0,5.0,60.0,Petrol,Automatic,First,Individual,FWD,2
39600.0,2019.0,6400.0,1496.0,3821.0,1727.0,1414.0,5.0,44.0,Diesel,Automatic,First,Individual,FWD,4
34200.0,2022.0,16000.0,2393.0,4735.0,1830.0,1795.0,7.0,55.0,Diesel,Automatic,First,Individual,RWD,1
25680.0,2021.0,24000.0,1999.0,4500.0,1790.0,1675.0,6.0,50.0,Petrol,Automatic,First,Individual,FWD,0
6720.0,2018.0,84500.0,1248.0,3995.0,1735.0,1515.0,5.0,37.0,Diesel,Manual,Third,Individual,FWD,0
6300.0,2015.0,68397.0,1197.0,3985.0,1734.0,1505.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,0
4680.0,2018.0,18000.0,998.0,3545.0,1490.0,1475.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
6840.0,2015.0,60798.0,1373.0,4490.0,1730.0,1485.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,0
11880.0,2019.0,23000.0,1396.0,4270.0,1780.0,1630.0,5.0,60.0,Diesel,Manual,First,Individual,FWD,0
3120.0,2011.0,90000.0,1248.0,3995.0,1695.0,1555.0,5.0,42.0,Diesel,Manual,Second,Individual,FWD,0
2940.0,2010.0,95000.0,1497.0,4420.0,1695.0,1480.0,5.0,42.0,Petrol,Automatic,Second,Individual,FWD,0
5340.0,2016.0,22402.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,0
9480.0,2017.0,50000.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,0
3948.0,2014.0,76116.0,998.0,3600.0,1600.0,1560.0,5.0,35.0,Petrol,Automatic,First,Individual,FWD,0
23987.988,2019.0,71063.0,2393.0,4735.0,1830.0,1795.0,8.0,55.0,Diesel,Manual,First,Individual,RWD,1
3780.0,2017.0,15507.0,799.0,3679.0,1579.0,1478.0,5.0,28.0,Petrol,Manual,First,Individual,FWD,0
6960.0,2019.0,17881.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,0
5160.0,2019.0,57993.0,998.0,3545.0,1490.0,1475.0,5.0,35.0,Petrol,Automatic,First,Individual,FWD,0
3720.0,2011.0,26000.0,1396.0,3940.0,1710.0,1505.0,5.0,45.0,Petrol,Automatic,First,Individual,FWD,0
3011.9880000000003,2011.0,98000.0,2179.0,4421.0,1780.0,1940.0,7.0,65.0,Diesel,Manual,First,Individual,FWD,0
5880.0,2015.0,23103.0,1197.0,3995.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,0
21479.988,2018.0,46000.0,1999.0,4475.0,1850.0,1660.0,5.0,62.0,Petrol,Automatic,First,Individual,FWD,0
12900.0,2016.0,70000.0,1798.0,4620.0,1775.0,1475.0,5.0,55.0,Petrol,Manual,First,Individual,FWD,1
12900.0,2015.0,138000.0,2179.0,4585.0,1890.0,1785.0,7.0,70.0,Diesel,Manual,First,Individual,FWD,1
6900.0,2016.0,62000.0,1248.0,3995.0,1745.0,1500.0,5.0,37.0,Diesel,Manual,First,Individual,FWD,0
10200.0,2019.0,28000.0,1498.0,3998.0,1765.0,1647.0,5.0,52.0,Diesel,Manual,First,Individual,FWD,0
5940.0,2017.0,47000.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,0
4380.0,2013.0,78000.0,1199.0,3970.0,1682.0,1453.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,0
3420.0,2017.0,45600.0,796.0,3395.0,1490.0,1475.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
13164.0,2022.0,1700.0,1493.0,3995.0,1770.0,1605.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,0
5700.0,2016.0,55353.0,1248.0,3995.0,1695.0,1555.0,5.0,42.0,Diesel,Manual,Second,Individual,FWD,0
3000.0,2017.0,32000.0,799.0,3679.0,1579.0,1478.0,5.0,28.0,Petrol,Manual,First,Individual,FWD,0
1740.0,2009.0,72000.0,1086.0,3565.0,1525.0,1590.0,5.0,35.0,Otro,Manual,Second,Individual,FWD,0
10680.0,2016.0,88000.0,1582.0,4270.0,1780.0,1630.0,5.0,60.0,Diesel,Automatic,First,Individual,FWD,0
12720.0,2019.0,12382.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Manual,First,Corporate,FWD,0
7800.0,2017.0,92000.0,1248.0,4490.0,1730.0,1485.0,5.0,43.0,Diesel,Manual,Second,Individual,FWD,0
5340.0,2018.0,65555.0,1186.0,3995.0,1660.0,1520.0,5.0,43.0,Diesel,Manual,Second,Individual,FWD,0
10680.0,2017.0,70000.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,Second,Individual,FWD,0
11100.0,2021.0,48000.0,1462.0,3995.0,1790.0,1640.0,5.0,48.0,Petrol,Manual,First,Individual,FWD,0
9540.0,2019.0,22224.0,1199.0,3995.0,1695.0,1501.0,5.0,35.0,Petrol,Automatic,First,Individual,FWD,0
7800.0,2017.0,76000.0,1248.0,3995.0,1695.0,1555.0,5.0,42.0,Diesel,Automatic,First,Individual,FWD,0
36300.0,2019.0,59000.0,1995.0,4454.0,2044.0,1545.0,5.0,63.0,Diesel,Automatic,First,Individual,RWD,3
17400.0,2014.0,71796.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,Third,Individual,AWD,2
18588.0,2018.0,95315.0,2393.0,4735.0,1830.0,1795.0,7.0,55.0,Diesel,Manual,Second,Individual,RWD,1
11400.0,2017.0,55000.0,1997.0,4456.0,1820.0,1995.0,8.0,60.0,Diesel,Manual,Second,Individual,RWD,1
4620.0,2013.0,65000.0,1198.0,3970.0,1682.0,1453.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,0
8340.0,2019.0,42678.0,1197.0,3985.0,1734.0,1505.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,0
9480.0,2018.0,41000.0,1498.0,3999.0,1734.0,1601.0,5.0,40.0,Diesel,Manual,First,Individual,FWD,0
18600.0,2020.0,28000.0,2184.0,3985.0,1820.0,1920.0,6.0,57.0,Diesel,Manual,First,Individual,AWD,1
12900.0,2021.0,12020.0,1197.0,3995.0,1775.0,1505.0,5.0,37.0,Petrol,Automatic,First,Individual,FWD,0
3360.0,2011.0,69276.0,998.0,3620.0,1475.0,1460.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
15480.0,2012.0,121000.0,2982.0,4705.0,1840.0,1850.0,7.0,80.0,Diesel,Manual,Second,Individual,AWD,1
22679.988,2021.0,17000.0,1451.0,4655.0,1835.0,1760.0,5.0,60.0,Petrol,Automatic,First,Individual,FWD,2
18300.0,2021.0,14000.0,1497.0,4315.0,1800.0,1645.0,5.0,50.0,Petrol,Manual,First,Individual,FWD,1
9900.0,2021.0,22000.0,1197.0,3995.0,1745.0,1500.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,0
9180.0,2021.0,18105.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,0
13020.0,2018.0,45915.0,1582.0,4440.0,1729.0,1475.0,5.0,45.0,Diesel,Automatic,First,Individual,FWD,0
4500.0,2011.0,78000.0,1497.0,4420.0,1695.0,1480.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,0
40800.0,2016.0,38000.0,1995.0,4936.0,1868.0,1479.0,5.0,65.0,Diesel,Automatic,Second,Individual,RWD,3
6420.0,2017.0,34908.0,1197.0,3995.0,1745.0,1500.0,5.0,37.0,Petrol,Manual,First,Corporate,FWD,0
22200.0,2013.0,44087.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,First,Individual,AWD,2
40800.0,2018.0,50000.0,2143.0,4656.0,1890.0,1639.0,5.0,66.0,Diesel,Automatic,First,Individual,AWD,2
38400.0,2016.0,55000.0,1999.0,4600.0,2069.0,1690.0,7.0,65.0,Diesel,Automatic,Second,Individual,AWD,4
10320.0,2021.0,11030.0,1197.0,3995.0,1745.0,1510.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,1
9900.0,2021.0,6600.0,1197.0,3805.0,1680.0,1520.0,5.0,37.0,Petrol,Automatic,First,Individual,FWD,0
2724.0,2011.0,87513.0,796.0,3495.0,1475.0,1460.0,5.0,35.0,Petrol,Manual,Second,Individual,FWD,0
9060.0,2022.0,2272.0,1197.0,3805.0,1680.0,1520.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,0
32280.0,2016.0,57000.0,1968.0,4629.0,1898.0,1653.0,5.0,75.0,Diesel,Automatic,First,Individual,AWD,2
45000.0,2019.0,13500.0,1999.0,5067.0,2091.0,1457.0,5.0,66.0,Diesel,Automatic,Second,Individual,RWD,4
8988.0,2017.0,114000.0,1598.0,4300.0,1765.0,1590.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,0
5640.0,2020.0,2169.0,998.0,3565.0,1520.0,1564.0,5.0,27.0,Petrol,Automatic,First,Individual,FWD,0
43200.0,2018.0,7800.0,2755.0,4795.0,1855.0,1835.0,7.0,80.0,Diesel,Automatic,First,Individual,RWD,1
8280.0,2020.0,55000.0,1197.0,3995.0,1745.0,1510.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,1
8100.0,2017.0,81323.0,1498.0,3998.0,1765.0,1647.0,5.0,52.0,Diesel,Manual,First,Individual,FWD,0
5100.0,2017.0,39000.0,1248.0,3995.0,1706.0,1570.0,5.0,44.0,Diesel,Manual,First,Commercial Registration,FWD,0
7140.0,2019.0,25000.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,0
7500.0,2017.0,55000.0,1198.0,3995.0,1682.0,1483.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,0
20520.0,2021.0,4400.0,1997.0,3985.0,1820.0,1844.0,4.0,57.0,Petrol,Automatic,First,Individual,AWD,1
30480.0,2022.0,18000.0,2184.0,4695.0,1890.0,1755.0,7.0,60.0,Diesel,Automatic,First,Individual,FWD,1
7680.0,2017.0,61000.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,0
6480.0,2014.0,86000.0,1582.0,4370.0,1700.0,1475.0,5.0,43.0,Diesel,Manual,First,Individual,FWD,0
6000.0,2015.0,90000.0,1248.0,3995.0,1695.0,1555.0,5.0,42.0,Diesel,Manual,First,Individual,FWD,0
3300.0,2013.0,76000.0,1086.0,3565.0,1525.0,1590.0,5.0,35.0,Otro,Manual,First,Individual,FWD,0
17940.0,2011.0,72100.0,2987.0,5226.0,2120.0,1479.0,5.0,90.0,Diesel,Automatic,Second,Individual,RWD,2
8028.0,2016.0,70000.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,0
13500.0,2020.0,46807.0,999.0,4413.0,1699.0,1466.0,5.0,55.0,Petrol,Automatic,First,Individual,FWD,1
8100.0,2013.0,106223.0,2696.0,4755.0,1900.0,1785.0,7.0,78.0,Diesel,Automatic,Second,Individual,AWD,0
4919.988,2014.0,55000.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,0
23879.988,2018.0,55000.0,2393.0,4735.0,1830.0,1795.0,7.0,55.0,Diesel,Manual,First,Individual,RWD,1
16200.0,2019.0,79000.0,1493.0,4315.0,1800.0,1645.0,5.0,50.0,Diesel,Manual,Second,Individual,FWD,1
23400.0,2016.0,57057.0,1968.0,4701.0,1826.0,1427.0,5.0,63.0,Diesel,Automatic,First,Individual,FWD,2
7080.0,2019.0,26000.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,0
7500.0,2020.0,58736.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,0
10080.0,2020.0,11000.0,1197.0,3840.0,1735.0,1530.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,0
14100.0,2017.0,24000.0,1999.0,4620.0,1800.0,1465.0,5.0,50.0,Petrol,Automatic,First,Individual,FWD,0
39000.0,2019.0,41000.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,Second,Individual,AWD,2
33240.0,2019.0,32000.0,2157.0,4850.0,1960.0,1845.0,7.0,70.0,Diesel,Automatic,First,Individual,AWD,1
8220.0,2018.0,64300.0,1197.0,3995.0,1760.0,1555.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,0
6480.0,2017.0,38700.0,1198.0,3990.0,1680.0,1505.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
3000.0,2011.0,55000.0,1497.0,4420.0,1695.0,1480.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,0
3900.0,2012.0,68000.0,1197.0,3995.0,1695.0,1555.0,5.0,42.0,Petrol,Manual,Second,Individual,FWD,0
6600.0,2016.0,83000.0,1598.0,4386.0,1699.0,1466.0,5.0,55.0,Diesel,Manual,First,Individual,FWD,1
29700.0,2020.0,11293.0,1956.0,4395.0,1818.0,1640.0,5.0,60.0,Diesel,Automatic,First,Individual,AWD,2
16500.0,2017.0,70000.0,1582.0,4270.0,1780.0,1630.0,5.0,60.0,Diesel,Automatic,First,Individual,FWD,0
10500.0,2019.0,70000.0,1493.0,3995.0,1745.0,1880.0,7.0,48.8,Diesel,Manual,Second,Individual,RWD,1
12600.0,2017.0,29386.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Automatic,Second,Individual,FWD,0
7500.0,2021.0,18000.0,998.0,3599.0,1495.0,1700.0,5.0,35.0,Otro,Manual,First,Individual,FWD,0
11880.0,2019.0,54572.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,0
19800.0,2020.0,7000.0,1493.0,4300.0,1790.0,1635.0,5.0,50.0,Diesel,Manual,First,Individual,FWD,0
2808.0,2013.0,72600.0,998.0,3620.0,1475.0,1460.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
2040.0,2009.0,135797.0,1086.0,3565.0,1595.0,1550.0,5.0,35.0,Petrol,Manual,Second,Individual,FWD,0
33300.0,2018.0,68189.0,1995.0,4633.0,1811.0,1429.0,5.0,57.0,Diesel,Automatic,First,Individual,RWD,3
7788.0,2020.0,52236.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,0
33000.0,2019.0,56500.0,2143.0,4424.0,1804.0,1494.0,5.0,50.0,Diesel,Automatic,First,Individual,FWD,2
31200.0,2016.0,39000.0,1995.0,4899.0,2094.0,1464.0,5.0,65.0,Diesel,Automatic,First,Individual,RWD,3
4620.0,2013.0,72567.0,1498.0,3990.0,1680.0,1505.0,5.0,35.0,Diesel,Manual,First,Individual,FWD,0
14100.0,2012.0,77000.0,1968.0,4915.0,1874.0,1455.0,5.0,65.0,Diesel,Automatic,Second,Individual,FWD,2
18000.0,2021.0,31000.0,999.0,4221.0,1760.0,1612.0,5.0,50.0,Petrol,Automatic,First,Individual,FWD,0
4380.0,2014.0,76000.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,0
16800.0,2020.0,94182.0,1968.0,4670.0,1814.0,1476.0,5.0,50.0,Diesel,Automatic,First,Individual,FWD,1
17700.0,2016.0,82000.0,2477.0,4695.0,1815.0,1840.0,7.0,70.0,Diesel,Automatic,First,Individual,RWD,1
2220.0,2012.0,55700.0,814.0,3495.0,1550.0,1500.0,5.0,32.0,Petrol,Manual,Second,Individual,FWD,0
15600.0,2013.0,50300.0,1995.0,4097.0,1789.0,1561.0,5.0,47.0,Diesel,Automatic,Second,Individual,FWD,4
13020.0,2018.0,8922.0,1198.0,3994.0,1811.0,1607.0,5.0,44.0,Petrol,Automatic,First,Individual,FWD,0
4140.0,2016.0,71000.0,1120.0,3765.0,1660.0,1520.0,5.0,43.0,Diesel,Manual,Second,Individual,FWD,0
3000.0,2017.0,132683.0,1498.0,4440.0,1695.0,1495.0,5.0,40.0,Diesel,Manual,First,Individual,FWD,0
29400.0,2017.0,25000.0,2143.0,4417.0,1804.0,1494.0,5.0,50.0,Diesel,Automatic,Second,Individual,FWD,2
5640.0,2013.0,66000.0,1582.0,4370.0,1700.0,1475.0,5.0,43.0,Diesel,Manual,Third,Individual,FWD,0
3660.0,2018.0,34800.0,799.0,3679.0,1579.0,1478.0,5.0,28.0,Petrol,Manual,First,Individual,FWD,0
32100.0,2016.0,28000.0,1991.0,4686.0,1810.0,1442.0,5.0,66.0,Petrol,Automatic,First,Individual,RWD,2
14280.0,2018.0,76000.0,1582.0,4270.0,1780.0,1630.0,5.0,60.0,Diesel,Automatic,First,Individual,FWD,0
7080.0,2015.0,39000.0,1373.0,4490.0,1730.0,1485.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,0
40800.0,2019.0,48000.0,1968.0,4726.0,1842.0,1427.0,5.0,54.0,Diesel,Automatic,First,Individual,FWD,2
6119.988,2019.0,40000.0,1196.0,3675.0,1475.0,1800.0,7.0,40.0,Petrol,Manual,First,Individual,RWD,0
20748.0,2020.0,27000.0,1451.0,4655.0,1835.0,1760.0,5.0,60.0,Petrol,Automatic,First,Individual,FWD,2
10428.0,2021.0,8700.0,1199.0,3995.0,1695.0,1501.0,5.0,35.0,Petrol,Automatic,First,Individual,FWD,0
25788.0,2015.0,69000.0,1995.0,4936.0,1868.0,1479.0,5.0,65.0,Diesel,Automatic,First,Individual,RWD,3
9900.0,2010.0,114000.0,2982.0,4695.0,1840.0,1850.0,7.0,80.0,Diesel,Manual,Second,Individual,AWD,1
6300.0,2016.0,64928.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,0
20279.988,2015.0,50000.0,1984.0,4370.0,1783.0,1458.0,5.0,60.0,Diesel,Automatic,Second,Individual,FWD,2
6540.0,2015.0,70000.0,1197.0,3995.0,1695.0,1555.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,0
9600.0,2015.0,90000.0,1582.0,4270.0,1780.0,1630.0,5.0,60.0,Diesel,Manual,First,Individual,FWD,0
5519.988,2013.0,78000.0,1582.0,4370.0,1700.0,1475.0,5.0,43.0,Diesel,Manual,Second,Individual,FWD,0
